# gene_name         0h    12h    24h    48h    96h 
COPS2              3.0    2.4    1.6    0.6    0.1 
GALK2             18.4    8.6    3.4    0.4    0.0 
FAM227B            6.3    3.2    1.5    0.3    0.0 
FGF7               3.8    3.7    2.8    1.7    0.4 
DTWD1              5.1    0.5    0.0    0.0    0.0 
ATP8B4            36.3   62.9   91.8  145.1  232.5 
SLC27A2           28.6   14.1    5.1    0.7    0.0 
HDC               24.6   19.5   16.6    6.2    0.9 
GABPB1            25.0   18.1   13.2    4.6    0.4 
USP8               5.0    7.0    7.6    7.6    5.7 
USP50            255.7  327.5  387.8  425.3  314.1 
TRPM7              3.9    1.7    0.7    0.1    0.0 
SPPL2A            79.2   31.9   12.8    1.8    0.0 
AP4E1             40.4   48.0   50.2   37.2   14.3 
TNFAIP8L3         41.0   32.5   22.4    8.3    0.7 
CYP19A1            4.9    0.9    0.1    0.0    0.0 
GLDN              10.0    6.0    3.1    0.7    0.0 
DMXL2             46.3   34.9   20.7    5.7    0.2 
SCG3              24.0   30.7   40.0   38.9   28.3 
LYSMD2            23.5   28.0   30.2   29.8   17.5 
TMOD2              9.6    9.5    9.9    6.9    2.6 
TMOD3              6.3    0.9    0.2    0.0    0.0 
LEO1              11.9    8.9    5.4    2.0    0.2 
MAPK6             20.2    5.0    1.3    0.1    0.0 
BCL2L10           17.8    7.1    2.4    0.2    0.0 
GNB5               9.6    5.0    2.4    0.5    0.0 
MYO5C             28.7   26.1   26.1   13.3    3.1 
MYO5A             32.8   15.2    5.5    0.6    0.0 
AC018902.1        48.4   58.7   53.1   51.1   22.2 
ARPP19            43.7   45.4   35.3   20.1    3.3 
FAM214A           31.5   25.1   21.4   10.2    1.8 
ONECUT1          156.8  116.0   73.1   21.7    1.3 
WDR72             16.0    8.4    4.0    0.7    0.0 
UNC13C             6.2    1.6    0.4    0.0    0.0 
RSL24D1           62.3   85.8  102.5  119.1   92.2 
RAB27A            12.9   13.0   11.2    6.0    1.4 
PIGBOS1           18.8   15.0    9.4    3.4    0.3 
PIGB               7.4    6.4    3.6    1.4    0.1 
CCPG1              5.6    6.1    5.7    3.7    1.2 
C15orf65           9.2    1.5    0.3    0.0    0.0 
DYX1C1            30.9   26.9   22.5   10.6    1.8 
PYGO1             70.5   52.4   30.8   13.3    1.1 
PRTG              54.2   55.9   46.5   26.4    4.3 
NEDD4             21.2   15.9   11.9    5.0    0.6 
RFX7              75.7   71.2   57.9   24.0    3.6 
TEX9              43.7   11.2    2.8    0.1    0.0 
MNS1              10.7    4.1    1.5    0.1    0.0 
ZNF280D           30.8   41.1   48.2   61.1   49.5 
TCF12             30.8   28.4   23.6   15.0    3.1 
CGNL1             14.5   14.9   15.9   12.7    5.3 
GCOM1             13.4   12.8   10.8    6.9    1.4 
MYZAP             31.9   16.2    6.4    0.9    0.0 
POLR2M           107.8   93.1   65.6   32.3    3.6 
ALDH1A2           28.0   35.2   38.5   32.4   15.8 
AQP9              20.2   12.2    8.1    2.4    0.1 
LIPC              39.9   48.0   58.9   54.6   36.3 
ADAM10           619.7  728.8  771.3  590.8  315.9 
FAM63B             3.7    4.6    5.2    5.4    3.5 
RNF111             5.5    1.4    0.3    0.0    0.0 
SLTM              15.7   15.0   16.3   10.9    3.5 
CCNB2            239.1  353.8  442.9  592.2  674.1 
MYO1E            133.5   74.5   32.3    6.3    0.1 
LDHAL6B            6.1    5.1    3.5    1.5    0.2 
FAM81A            12.0    9.4    7.4    2.8    0.3 
GCNT3             21.6    8.2    2.9    0.3    0.0 
GTF2A2            46.2   23.8    8.7    1.1    0.0 
BNIP2             13.5   10.8    6.9    2.3    0.2 
FOXB1             23.7   22.8   19.8   10.2    1.8 
ANXA2             46.2   52.7   58.6   43.7   17.7 
ICE2              22.4    9.5    3.2    0.4    0.0 
RORA              84.1   47.5   24.9    4.1    0.1 
VPS13C            47.1    6.5    1.0    0.0    0.0 
C2CD4A             5.0    3.2    1.4    0.3    0.0 
C2CD4B            12.2    9.9    8.2    3.8    0.6 
TLN2             216.2  259.9  291.1  299.1  201.1 
TPM1             234.2  286.5  311.5  326.7  169.6 
LACTB             18.6   11.8    7.4    2.0    0.1 
RPS27L            35.7   39.2   40.7   34.1   15.2 
RAB8B             16.8    3.7    0.9    0.0    0.0 
APH1B            123.9  179.1  229.9  281.8  241.4 
CA12               6.6    4.7    3.0    0.9    0.1 
USP3              57.1   51.0   48.9   31.5    7.5 
FBXL22            14.1   12.4    9.2    4.7    0.8 
HERC1              5.8    3.2    1.6    0.3    0.0 
DAPK2             56.1   71.5   83.8   99.4   68.2 
FAM96A            45.5   32.6   23.2   10.2    1.0 
SNX1             104.9   84.4   69.8   36.7    4.6 
SNX22             14.0   14.0   13.3    7.9    2.1 
PPIB              38.4   36.2   29.5   16.1    2.7 
CSNK1G1           49.1   37.2   28.8   12.1    1.3 
CTD-2116N17.1     14.0   18.3   22.3   23.9   18.3 
KIAA0101          18.0   14.2    9.1    3.0    0.2 
TRIP4             16.1   13.8    9.2    5.2    0.8 
ZNF609            26.3   12.4    4.7    0.7    0.0 
OAZ2              33.0   50.7   65.9   97.7  120.3 
RBPMS2             4.9    2.4    1.1    0.2    0.0 
PIF1              31.1   21.3   14.3    4.9    0.3 
PLEKHO2            7.0    7.1    8.0    6.0    2.9 
AC069368.3       129.0  173.4  219.8  249.1  198.0 
ANKDD1A           88.5   84.1   74.6   48.1   11.0 
SPG21             11.4    9.2    6.5    2.6    0.3 
MTFMT             75.4   90.8  126.0  152.1  148.3 
SLC51B            66.3   62.4   48.9   28.8    5.8 
RASL12          1924.4 3123.7 4516.5 8266.5 12484.4 
KBTBD13            2.9    2.5    1.8    0.8    0.1 
UBAP1L            32.0   42.5   48.6   62.3   56.4 
PDCD7             39.2   40.1   36.0   21.4    4.1 
CLPX              15.1   17.1   18.8   15.1    5.8 
CILP              27.4   17.3    8.6    2.3    0.1 
PARP16             7.2    2.1    0.7    0.0    0.0 
IGDCC3             8.6    1.8    0.3    0.0    0.0 
IGDCC4             1.9    0.3    0.0    0.0    0.0 
DPP8              70.9   92.4   95.7   81.3   45.6 
HACD3            139.7  124.8  111.7   65.1   13.9 
VWA9              61.2   49.8   38.6   17.7    1.8 
SLC24A1            6.2    3.3    1.6    0.3    0.0 
DENND4A           14.0    2.5    0.4    0.0    0.0 
RAB11A           478.1  300.2  175.8   47.2    2.2 
MEGF11            24.6   20.9   15.3    8.0    1.3 
DIS3L              6.4    0.6    0.0    0.0    0.0 
TIPIN             42.7   57.4   67.7   89.7   71.7 
MAP2K1             9.9    7.3    5.8    2.3    0.3 
SNAPC5            42.0   13.0    3.9    0.2    0.0 
RPL4             417.5  318.4  208.2   88.1    9.1 
ZWILCH           200.9  203.4  227.8  194.5   77.7 
LCTL              14.4    8.1    3.9    0.8    0.0 
SMAD6              7.6    4.1    1.9    0.3    0.0 
SMAD3              5.6    2.7    1.2    0.2    0.0 
AAGAB             10.9   11.4   10.1    6.5    1.6 
IQCH              94.4   26.4    7.1    0.4    0.0 
C15orf61         226.8  246.1  236.3  193.3   79.4 
MAP2K5            85.6   86.1   68.7   32.8    4.9 
SKOR1             75.6   80.0   68.9   37.1    8.4 
PIAS1              7.6    5.9    4.5    1.6    0.1 
RP11-315D16.2     21.7   11.2    5.0    0.7    0.0 
CALML4            69.6   92.3  115.9  144.3  153.7 
CLN6              28.3   21.0   10.9    3.6    0.2 
FEM1B             73.8   87.3   90.8   71.2   32.5 
ITGA11           141.7  192.5  199.1  195.9  157.9 
CORO2B            24.5   29.1   28.9   34.2   17.8 
ANP32A            45.7   24.0   11.1    1.8    0.0 
SPESP1            23.6   23.7   17.4   10.0    2.5 
NOX5              23.8   36.2   47.2   63.0   72.8 
GLCE              27.3   38.8   49.6   61.3   66.2 
PAQR5            106.6   89.6   66.8   25.3    2.8 
KIF23             32.2   26.0   17.7    7.6    0.8 
RPLP1             10.3    4.6    1.5    0.1    0.0 
TLE3              31.6   24.9   17.4    8.0    0.9 
UACA             127.3  147.3  143.1  121.8   69.6 
LARP6             26.2   33.7   35.1   42.0   29.1 
LRRC49            11.1    2.6    0.6    0.0    0.0 
THAP10            16.5    3.4    0.8    0.0    0.0 
THSD4             14.4    6.7    2.8    0.3    0.0 
CT62             104.2   95.9   95.5   52.1   10.6 
NR2E3             85.6   54.8   41.2   14.9    1.0 
MYO9A             96.0   71.0   42.6   13.2    0.8 
SENP8             73.3   54.1   34.2   10.5    0.6 
GRAMD2             8.8    4.6    1.9    0.4    0.0 
PKM               18.9   17.3   15.6    8.3    1.5 
PARP6            102.1  198.0  289.7  576.6 1325.6 
RP11-106M3.5      59.5   40.4   26.0    7.2    0.5 
CELF6             30.6   22.4   16.2    6.4    0.8 
RP11-106M3.2      33.6   26.5   16.8    6.2    0.4 
HEXA             148.9  183.5  222.5  216.7  149.1 
TMEM202           12.4   15.9   12.9    9.7    2.7 
ARIH1             14.7   15.6   14.9   11.6    4.0 
GOLGA6B            5.1    5.1    5.2    4.6    1.9 
HIGD2B           107.1   86.3   72.9   34.7    5.4 
BBS4             137.5   73.9   41.1    8.4    0.2 
ADPGK             54.5   24.0    8.7    1.2    0.0 
NEO1              88.1  100.3  108.0   91.2   47.6 
HCN4              31.0   23.4   20.1    8.7    1.1 
REC114            11.7    9.6    6.3    2.2    0.2 
NPTN             216.9  256.8  309.1  306.3  187.8 
CD276             27.1   17.7   11.6    3.9    0.2 
C15orf59          34.6   42.2   39.9   36.9   16.4 
TBC1D21           25.0   21.0   14.1    5.6    0.6 
LOXL1             21.7   16.1    8.2    1.8    0.1 
STOML1            70.2   78.0   82.6   61.6   25.0 
PML               12.5   17.3   20.6   27.7   26.1 
GOLGA6A           34.5   36.5   33.7   26.2    8.9 
ISLR2             17.8   16.5   14.2    6.5    1.0 
ISLR              39.4   19.1    9.5    1.4    0.0 
STRA6             89.4   92.4   82.9   57.9   14.7 
CCDC33            76.0   61.5   49.2   18.9    1.9 
CYP11A1           13.4   16.6   15.7   13.9    6.0 
SEMA7A            55.9   59.0   54.0   39.3   10.7 
UBL7              46.0   44.2   40.0   21.5    5.0 
ARID3B            12.5   15.1   15.5   11.1    4.1 
CLK3              56.1   54.3   52.7   35.0    9.4 
EDC3             215.9  244.1  216.6  178.1   55.9 
CYP1A1            43.2   51.7   52.2   39.4   17.4 
CYP1A2            36.8   34.5   31.1   17.2    3.9 
CSK               18.9    3.8    0.6    0.0    0.0 
LMAN1L            19.8   14.7   10.0    4.4    0.4 
CPLX3             40.1   41.1   39.2   26.1    7.7 
ULK3              10.3   16.0   20.1   26.0   27.1 
SCAMP2            50.5   42.5   36.5   19.3    4.0 
MPI               13.8   16.3   15.8   14.3    5.2 
FAM219B           68.2  101.1  156.7  210.0  289.3 
COX5A             15.9    5.6    1.5    0.1    0.0 
RPP25             75.7   58.0   43.6   19.0    1.8 
SCAMP5             1.9    1.4    0.7    0.2    0.0 
PPCDC              5.0    5.3    5.3    3.3    1.0 
C15orf39          12.2    9.7    7.6    3.0    0.3 
GOLGA6D           26.2   26.0   26.5   16.5    5.5 
GOLGA6C           19.1   11.1    6.2    1.4    0.1 
COMMD4            22.8   33.7   37.8   46.9   41.8 
NEIL1              4.8    1.4    0.3    0.0    0.0 
MAN2C1            43.4   72.9   95.6  138.2  178.8 
SIN3A             11.1    5.4    2.8    0.4    0.0 
PTPN9             12.7    9.1    6.0    1.5    0.1 
SNUPN             22.5   10.1    3.6    0.4    0.0 
IMP3              19.7   21.8   22.9   19.0    8.4 
SNX33              8.3    8.5   10.4   10.1    6.4 
CSPG4              9.0    7.0    5.0    1.8    0.1 
ODF3L1             6.5    7.8    8.4    6.5    3.0 
UBE2Q2            27.2   39.1   46.6   55.4   46.5 
FBXO22             6.9    6.7    5.1    2.9    0.5 
NRG4             192.0  323.0  497.0  794.3 1645.6 
TMEM266            3.5    3.4    3.2    2.0    0.5 
ETFA              37.9   31.2   25.3   13.3    2.5 
ISL2              22.5   16.0    9.7    3.2    0.2 
SCAPER            16.1   12.8    9.0    3.9    0.3 
RCN2              34.9   61.1   91.9  163.8  356.7 
PSTPIP1            5.3    1.8    0.6    0.0    0.0 
TSPAN3            41.1   36.6   30.0   19.3    3.7 
PEAK1             11.6    4.1    1.4    0.1    0.0 
HMG20A           111.9  121.2  110.3   88.3   29.8 
LINGO1            17.0    7.1    2.3    0.2    0.0 
TBC1D2B           42.6   47.2   51.3   49.3   30.3 
SH2D7             18.2   14.0   10.5    4.9    0.6 
CIB2              21.7   10.0    3.9    0.5    0.0 
IDH3A             24.4   22.4   22.0   13.6    3.2 
ACSBG1            14.3    8.9    5.0    1.2    0.0 
DNAJA4            32.2   42.3   42.7   43.6   22.0 
WDR61             31.5   29.2   23.8   11.0    1.7 
CRABP1            13.5    3.1    0.8    0.0    0.0 
IREB2             28.4   30.6   35.0   32.3   16.5 
HYKK               4.2    3.0    2.2    1.0    0.1 
PSMA4             16.2   19.0   19.3   15.9    6.3 
CHRNA5            15.1   10.1    6.1    1.5    0.1 
CHRNA3            46.1   54.5   49.2   32.6   10.1 
CHRNB4             8.9    7.0    4.7    1.9    0.2 
ADAMTS7           64.4   83.4  113.8  121.7   98.2 
MORF4L1            1.1    0.1    0.0    0.0    0.0 
CTSH              29.9   21.6   15.7    4.6    0.5 
RASGRF1            9.4    6.1    3.6    0.9    0.0 
ANKRD34C         126.7  160.6  172.3  153.0   76.4 
TMED3            129.6  111.7   75.4   34.4    3.9 
KIAA1024          31.9   39.1   41.7   39.1   22.0 
MTHFS             12.1    4.1    1.2    0.1    0.0 
ST20-MTHFS        32.5   30.1   29.5   20.3    6.0 
ST20              33.2   38.1   47.5   47.0   30.9 
BCL2A1             1.8    1.4    1.0    0.4    0.0 
ZFAND6             7.6    4.0    1.6    0.2    0.0 
FAH               27.3   24.8   19.8   11.1    1.9 
LINC01314         68.2   77.2   87.1   71.0   30.8 
ARNT2             27.8   25.0   18.1    8.4    1.2 
ABHD17C           11.3    5.4    2.2    0.3    0.0 
CEMIP             18.4    7.6    3.1    0.3    0.0 
MESDC2            15.1    6.3    3.0    0.4    0.0 
MESDC1            25.0    7.8    2.1    0.1    0.0 
CFAP161           18.4   15.0   11.8    5.5    0.8 
IL16              16.0   18.3   17.4   12.6    5.0 
STARD5            33.4   35.1   42.7   36.3   18.2 
TMC3               5.5    3.0    1.5    0.2    0.0 
MEX3B             14.2   16.0   15.0   11.4    3.7 
EFL1               8.1    2.7    1.0    0.1    0.0 
SAXO2             13.2   13.4   11.1    6.9    1.6 
GOLGA6L10         28.1   33.3   32.8   27.1    9.4 
GOLGA6L9          16.5    9.4    4.9    1.2    0.0 
RPS17             11.3   11.1    9.6    5.2    1.0 
RP11-152F13.10    58.7   54.6   37.3   18.4    2.1 
CPEB1            158.8  110.8   77.2   24.9    1.7 
AP3B2            126.0  121.8  107.9   60.2   14.5 
FSD2               2.3    0.7    0.2    0.0    0.0 
WHAMM            122.3   83.8   50.6   13.2    0.7 
HOMER2             6.0    3.8    2.8    0.9    0.1 
FAM103A1          59.5   74.6   93.8  104.9   80.9 
C15orf40           6.9    4.6    3.2    0.9    0.1 
BTBD1            112.0  113.1   97.9   57.2   11.5 
TM6SF1            21.6   14.7    8.1    2.2    0.1 
RP11-382A20.3      4.2    1.4    0.5    0.0    0.0 
BNC1               9.5    8.8    6.9    4.2    0.7 
SH3GL3            21.4   11.5    6.2    1.2    0.0 
ADAMTSL3          22.9    9.2    3.2    0.3    0.0 
UBE2Q2L           17.3   13.1   10.2    4.0    0.4 
GOLGA6L4           9.4   10.8   12.1   10.2    5.7 
ZSCAN2            33.9   18.8    9.5    2.0    0.0 
WDR73             46.6   41.6   35.5   18.7    2.9 
NMB               21.6   17.3   10.4    4.0    0.3 
SEC11A            16.7   12.2    7.3    2.0    0.1 
ZNF592            55.9   64.8   59.2   43.5   17.1 
ALPK3             30.1   30.3   26.9   16.8    4.3 
SLC28A1           21.7   19.1   15.1    6.6    0.7 
PDE8A              8.1    3.8    2.0    0.4    0.0 
AKAP13            52.0   37.2   23.4    7.8    0.4 
KLHL25            11.3    9.5    6.4    2.7    0.3 
AGBL1             52.6   59.4   61.1   40.0   14.5 
NTRK3              6.9    2.8    1.1    0.1    0.0 
MRPL46             6.3    5.1    3.8    1.7    0.2 
MRPS11           104.5   90.9   72.9   33.4    5.0 
DET1              30.9   42.9   55.5   63.7   59.7 
AEN               36.5   19.1    9.2    1.8    0.0 
ISG20              8.3    2.0    0.5    0.0    0.0 
ACAN              15.7    9.1    4.6    0.8    0.0 
HAPLN3            70.7   96.4  110.6   98.7   61.7 
MFGE8             14.6    4.6    1.5    0.1    0.0 
ABHD2             14.8   15.9   15.9   11.7    4.4 
RLBP1            127.6  190.6  344.6  623.3 1268.4 
FANCI             74.5   64.4   57.4   29.4    4.8 
POLG              98.6  135.1  157.7  158.7  123.8 
RHCG               6.1    1.8    0.4    0.0    0.0 
TICRR            159.2  176.0  179.7  160.2   68.4 
KIF7              64.7   56.0   42.3   18.1    2.4 
PLIN1              4.7    1.5    0.4    0.0    0.0 
PEX11A           188.8  131.3   91.7   37.5    3.1 
WDR93             89.0   49.2   29.0    5.9    0.2 
MESP1             12.5    7.2    3.6    0.6    0.0 
MESP2            125.0  152.7  147.1  129.1   65.1 
ANPEP             21.2   13.9    7.4    1.9    0.1 
AP3S2              7.0    4.3    2.4    0.6    0.0 
C15orf38-AP3S2    10.4    5.8    3.4    0.9    0.0 
ARPIN            188.9  273.3  390.1  474.6  526.5 
ZNF710            61.0   52.4   43.0   25.5    4.2 
IDH2              24.9   27.8   27.5   24.2    9.8 
SEMA4B            14.0    4.0    1.0    0.1    0.0 
CIB1               4.9    3.1    1.9    0.5    0.0 
GDPGP1           177.2  112.9   54.1   12.9    0.4 
RP11-697E2.6      48.1   26.8   16.2    3.8    0.2 
NGRN              52.9   62.1   56.9   48.4   20.8 
RP11-697E2.12      9.5    2.0    0.4    0.0    0.0 
ZNF774            35.2   12.4    3.8    0.3    0.0 
IQGAP1             8.3    7.0    6.3    3.8    0.8 
CRTC3             35.0   17.8    6.5    0.9    0.0 
BLM              133.4  103.9   84.6   39.4    4.9 
FURIN            162.1  228.5  356.2  476.0  557.2 
FES              197.0  177.9  127.7   64.7   11.7 
MAN2A2            16.2   18.9   15.8   10.6    3.6 
HDDC3             43.2   58.3   73.6   95.5   94.6 
UNC45A             7.1    3.2    1.3    0.2    0.0 
RCCD1             57.3   59.6   52.3   31.3    7.2 
PRC1              35.3   42.5   37.6   28.9   10.3 
VPS33B            44.2   35.3   22.0    7.8    0.6 
SV2B             101.4   89.8   67.4   30.8    4.2 
SLCO3A1            8.3   10.4   11.5   10.8    7.2 
ST8SIA2           22.3   19.8   15.4   10.0    1.8 
FAM174B            5.5    2.1    0.7    0.1    0.0 
RP11-437B10.1     16.2   10.2    5.6    1.4    0.1 
CHD2              34.5   12.6    3.7    0.4    0.0 
RGMA             133.7  138.3  144.5  100.9   34.0 
MCTP2            375.4  251.2  154.5   49.8    3.0 
NR2F2           1108.6 1170.5 1094.4  811.1  273.1 
SPATA8            46.0   45.9   38.7   25.8    6.7 
ARRDC4           307.5  124.3   50.2    7.0    0.1 
FAM169B           38.0   45.4   43.1   32.9   11.7 
IGF1R             22.1   20.8   18.3   10.3    1.8 
PGPEP1L           31.6   18.4   11.7    3.1    0.1 
SYNM              94.9   68.2   48.9   18.3    1.6 
TTC23              4.3    2.5    1.2    0.2    0.0 
LRRC28            12.6    5.9    2.9    0.4    0.0 
AC022819.1        43.5   37.2   26.8   11.8    1.2 
MEF2A             10.6    8.6    6.2    2.1    0.2 
LYSMD4            18.2   15.3   11.4    5.4    0.7 
ADAMTS17          27.4   16.2    8.0    1.6    0.0 
CERS3             86.2   69.0   45.9   15.3    1.3 
LINS1             19.0   12.2    6.5    1.4    0.0 
ASB7              32.1   41.7   57.2   64.1   58.5 
AC087762.1        31.6   55.7   71.1  101.1  136.8 
ALDH1A3            6.7    4.3    2.9    0.9    0.1 
LRRK1             32.9   24.1   13.8    4.0    0.2 
CHSY1             19.4   21.4   22.2   15.1    5.4 
VIMP              56.2   53.2   47.7   23.4    3.9 
SNRPA1            25.3   10.2    3.6    0.4    0.0 
PCSK6            108.9  165.9  217.1  301.4  462.5 
TM2D3             27.8   27.3   25.5   14.3    3.2 
TARSL2            10.5    2.1    0.4    0.0    0.0 
OR4F6             14.2   11.6    9.6    4.2    0.7 
OR4F15            18.7   11.5    6.5    1.8    0.1 
OR4F4             58.9   34.3   18.6    4.5    0.2 
POLR3K            19.2   24.5   22.9   22.0    9.3 
SNRNP25           27.0   25.2   20.2    8.4    1.2 
RHBDF1            57.5   45.4   30.4   10.1    0.8 
MPG               18.7   16.1   13.0    6.7    1.0 
NPRL3             30.1   33.5   27.6   15.1    3.5 
HBZ               47.1   33.1   21.4    9.1    0.8 
HBM               38.9   56.0   74.3   95.6   96.0 
HBA2              32.2   17.1    7.7    1.2    0.0 
HBA1              22.3   20.5   16.6    8.9    1.8 
HBQ1              96.3   87.5   79.5   37.3    6.4 
LUC7L             46.5   26.1   15.9    4.1    0.2 
FAM234A          140.8  176.6  303.0  438.8  767.3 
AC004754.3        43.4   41.3   32.1   18.2    3.7 
RGS11             17.6   12.0    8.1    2.5    0.2 
ARHGDIG           23.6   27.2   23.4   15.6    4.4 
PDIA2             19.7   29.8   42.4   54.1   65.8 
AXIN1             11.5    6.4    3.0    0.6    0.0 
MRPL28            26.2   18.2   11.4    3.4    0.2 
TMEM8A            11.2    7.4    4.3    1.4    0.1 
NME4               2.8    1.1    0.4    0.1    0.0 
DECR2             22.3   20.5   18.5   10.7    1.6 
RAB11FIP3         44.8   42.3   32.1   18.3    2.6 
CAPN15             5.4    5.8    5.1    4.1    1.1 
PRR35            111.9   89.6   69.7   28.5    2.9 
PIGQ              60.5   74.8   77.8   71.8   37.5 
NHLRC4            61.1  107.9  181.5  306.1  687.9 
RAB40C             8.2    4.1    2.0    0.4    0.0 
WFIKKN1           31.9   15.6    6.6    1.2    0.0 
C16orf13          38.9   41.7   33.0   19.5    4.3 
MCRIP2            18.1   10.3    5.5    1.1    0.0 
WDR90             23.0   20.4   17.4    9.0    1.7 
RHOT2             48.0   33.0   23.8    7.0    0.5 
RHBDL1            61.6   63.8   55.4   35.2    7.2 
STUB1             11.1    3.3    0.8    0.0    0.0 
JMJD8             39.2   23.1   13.9    3.2    0.1 
WDR24             14.2    3.7    0.8    0.0    0.0 
FBXL16            20.7   21.1   21.7   15.8    5.2 
METRN             36.3   38.9   37.5   25.3    7.7 
FAM173A          151.2  163.6  185.9  156.2   78.8 
CCDC78             3.3    0.5    0.1    0.0    0.0 
HAGHL             74.5   61.1   45.6   23.0    3.2 
NARFL             50.6   52.4   49.7   29.4    7.5 
MSLN              34.6   11.0    3.2    0.2    0.0 
MSLNL            160.9  173.3  156.2  110.7   29.5 
RPUSD1            23.6   27.9   31.3   24.6   11.2 
CHTF18             2.3    1.1    0.5    0.1    0.0 
GNG13             11.5   12.2   10.9    8.2    2.0 
PRR25             19.5   11.9    6.8    1.6    0.1 
LMF1              13.3   15.8   16.1   14.4    6.4 
SOX8              92.1   73.8   42.5   17.9    1.6 
SSTR5             45.8   54.5   54.4   42.9   21.2 
C1QTNF8           35.2   29.3   21.7   10.7    1.4 
CACNA1H           15.4    2.0    0.2    0.0    0.0 
TPSG1             47.6   46.2   37.9   24.2    4.1 
TPSB2             12.1   11.1    9.0    5.0    0.8 
TPSAB1            28.7   17.8    9.8    2.7    0.1 
TPSD1             15.2    7.6    4.0    0.7    0.0 
UBE2I             35.0   42.7   49.2   51.5   33.0 
BAIAP3            30.5   29.1   27.2   15.9    4.4 
TSR3              14.0    8.8    4.6    1.1    0.0 
GNPTG             26.2   12.9    5.7    1.0    0.0 
UNKL               6.8    2.3    0.7    0.1    0.0 
C16orf91           2.5    0.5    0.1    0.0    0.0 
CCDC154           31.4   23.3   14.9    4.8    0.3 
CLCN7              5.0    4.4    4.0    1.7    0.3 
PTX4              55.8   57.3   57.7   45.0   17.6 
TELO2             31.1   25.0   19.7   10.0    1.5 
IFT140            32.5   26.9   20.5    9.5    1.0 
TMEM204            7.6    2.0    0.5    0.0    0.0 
CRAMP1           102.1  110.8  136.7  156.0   90.1 
LA16c-431H6.6     75.4   33.9   16.2    2.5    0.0 
HN1L               9.5   11.0   10.2    7.5    2.5 
MAPK8IP3          77.1   65.1   41.7   13.8    1.0 
NME3               1.2    1.0    0.8    0.3    0.0 
MRPS34            50.2   41.8   31.4   12.6    1.5 
EME2             231.0  286.8  294.4  297.8  156.9 
SPSB3             74.8   66.0   45.7   19.8    2.4 
NUBP2             32.2   13.4    4.9    0.6    0.0 
IGFALS             1.2    1.1    1.1    0.6    0.2 
HAGH              11.3    3.7    1.1    0.1    0.0 
FAHD1             24.8   27.4   27.0   18.7    5.1 
MEIOB              6.1    3.4    1.4    0.3    0.0 
HS3ST6            29.0   32.5   26.8   15.9    3.6 
MSRB1              6.2    4.5    2.9    1.1    0.1 
RPL3L             12.9    8.8    6.9    2.5    0.2 
NDUFB10            4.6    5.6    6.4    6.5    4.1 
RPS2              50.9   44.5   38.5   19.9    3.4 
RNF151            44.4   45.7   35.4   18.1    3.4 
TBL3               5.8    4.6    3.2    1.4    0.1 
NOXO1             44.7   46.4   42.9   27.0    7.9 
GFER              69.0   49.3   33.7   11.5    0.7 
SYNGR3            14.1    8.8    5.7    1.7    0.1 
ZNF598           275.9  365.4  398.6  424.4  352.4 
NPW               60.9   53.4   53.9   26.4    4.4 
SLC9A3R2          62.1   59.7   46.4   21.6    3.8 
NTHL1             59.2   59.3   54.8   40.2   10.5 
TSC2              13.3    6.1    2.6    0.4    0.0 
PKD1              48.5   26.8   13.0    2.1    0.0 
RAB26             19.2   12.7    8.0    2.7    0.2 
TRAF7             12.5    7.0    3.2    0.7    0.0 
CASKIN1          106.5  110.3   94.6   77.4   18.2 
MLST8              2.6    2.4    1.8    0.8    0.1 
BRICD5            34.3   37.3   41.0   34.0   17.5 
PGP               13.3    7.6    3.7    0.9    0.0 
E4F1              15.1   11.6    7.7    2.3    0.2 
DNASE1L2          36.3   42.6   58.8   77.0   73.7 
ECI1             123.9  118.7   96.6   52.0    9.2 
RNPS1             12.4    3.7    1.1    0.1    0.0 
AC009065.1        61.5   80.3   92.6   99.8   64.7 
ABCA3             12.0   17.5   21.6   27.2   29.0 
CCNF              41.4   34.0   22.0    9.1    0.8 
C16orf59           2.7    0.2    0.0    0.0    0.0 
NTN3               8.6    3.9    1.6    0.2    0.0 
TBC1D24           13.3   12.5   10.6    5.5    1.0 
RP11-20I23.1      30.6   42.9   51.2   52.2   36.3 
ATP6V0C          180.1  244.6  282.7  308.8  193.4 
RP11-20I23.3      47.8   47.0   38.7   24.8    5.3 
AMDHD2            29.4   17.6   11.1    3.0    0.1 
CEMP1             40.7   43.6   41.8   30.2   10.6 
PDPK1             28.5   18.1   10.4    2.3    0.1 
KCTD5             22.4   27.3   34.5   37.4   26.6 
PRSS27            43.6   51.4   57.9   46.6   21.8 
SRRM2             14.3    8.2    4.9    1.2    0.0 
TCEB2             57.5   29.2   14.1    2.1    0.0 
PRSS33             1.2    0.9    0.5    0.1    0.0 
PRSS21            29.6   24.9   22.0    9.7    1.5 
ZG16B             19.1   11.8    6.6    1.6    0.0 
PRSS22            11.2   12.4   12.5    9.2    3.9 
FLYWCH2           25.0   22.2   18.8   11.6    1.9 
FLYWCH1           34.8   63.3  110.6  222.9  735.5 
KREMEN2           16.6   12.7   11.0    5.7    0.8 
PKMYT1            10.7    5.3    2.0    0.3    0.0 
PAQR4             28.9   29.9   29.9   18.4    4.9 
LA16c-380H5.3    230.5  128.4   66.5   13.0    0.3 
CLDN9             24.0   14.5    7.7    1.7    0.0 
